Total rows: 523
data,produto_id,produto_nome,loja_id,loja_nome,venda_fonte,venda_qtd,venda_valor,envio_qtd_solicitada,envio_qtd_enviada,consumo_fabrica_qtd
2026-06-02,1028,BOMBOM DE MORANGO,3,Asa Norte,degust,1.00,85.00,0,0,0
2026-06-02,1028,BOMBOM DE MORANGO,3,Asa Norte,,0,0,2,0,0
2026-06-02,1028,BOMBOM DE MORANGO,3,Asa Norte,degust,22.00,396.00,0,0,0
2026-06-02,1028,BOMBOM DE MORANGO,4,Lago Sul,degust,7.00,126.00,0,0,0
2026-06-02,1028,BOMBOM DE MORANGO,5,Águas Claras,degust,5.00,0,0,0,0
2026-06-02,1028,BOMBOM DE MORANGO,5,Águas Claras,degust,17.00,306.00,0,0,0
2026-06-02,1028,BOMBOM DE MORANGO,6,Brasília Shopping,,0,0,2,0,0
2026-06-02,1028,BOMBOM DE MORANGO,6,Brasília Shopping,degust,2.00,44.00,0,0,0
2026-06-02,1028,BOMBOM DE MORANGO,6,Brasília Shopping,degust,1.00,100.00,0,0,0
2026-06-02,1028,BOMBOM DE MORANGO,6,Brasília Shopping,degust,33.00,606.00,0,0,0
2026-06-02,1029,BOMBOM DE UVA,2,Asa Sul,,0,0,1,0,0
2026-06-02,1029,BOMBOM DE UVA,2,Asa Sul,degust,6.00,108.00,0,0,0
2026-06-02,1029,BOMBOM DE UVA,3,Asa Norte,,0,0,1,0,0
2026-06-02,1029,BOMBOM DE UVA,3,Asa Norte,degust,6.00,108.00,0,0,0
2026-06-02,1029,BOMBOM DE UVA,4,Lago Sul,,0,0,1,0,0
2026-06-02,1029,BOMBOM DE UVA,4,Lago Sul,degust,5.00,90.00,0,0,0
2026-06-02,1029,BOMBOM DE UVA,5,Águas Claras,degust,7.00,126.00,0,0,0
2026-06-02,1029,BOMBOM DE UVA,5,Águas Claras,degust,5.00,0,0,0,0
2026-06-02,1029,BOMBOM DE UVA,6,Brasília Shopping,degust,15.00,282.00,0,0,0
2026-06-02,1342,DOCE NO POTE CASADINHO,3,Asa Norte,degust,1.00,39.00,0,0,0
2026-06-02,1342,DOCE NO POTE CASADINHO,5,Águas Claras,degust,2.00,78.00,0,0,0
2026-06-02,1342,DOCE NO POTE CASADINHO,6,Brasília Shopping,degust,1.00,39.00,0,0,0
2026-06-03,1028,BOMBOM DE MORANGO,2,Asa Sul,degust,9.00,162.00,0,0,0
2026-06-03,1028,BOMBOM DE MORANGO,2,Asa Sul,degust,4.00,340.00,0,0,0
2026-06-03,1028,BOMBOM DE MORANGO,2,Asa Sul,degust,2.00,0,0,0,0
2026-06-03,1028,BOMBOM DE MORANGO,3,Asa Norte,degust,1.00,85.00,0,0,0
2026-06-03,1028,BOMBOM DE MORANGO,3,Asa Norte,degust,1.00,0,0,0,0
2026-06-03,1028,BOMBOM DE MORANGO,3,Asa Norte,degust,18.00,324.00,0,0,0
2026-06-03,1028,BOMBOM DE MORANGO,4,Lago Sul,degust,6.00,108.00,0,0,0
2026-06-03,1028,BOMBOM DE MORANGO,5,Águas Claras,,0,0,1,0,0
2026-06-03,1028,BOMBOM DE MORANGO,5,Águas Claras,degust,12.00,216.00,0,0,0
2026-06-03,1028,BOMBOM DE MORANGO,5,Águas Claras,degust,7.00,0,0,0,0
2026-06-03,1028,BOMBOM DE MORANGO,6,Brasília Shopping,degust,3.00,66.00,0,0,0
2026-06-03,1028,BOMBOM DE MORANGO,6,Brasília Shopping,degust,2.00,185.00,0,0,0
2026-06-03,1028,BOMBOM DE MORANGO,6,Brasília Shopping,degust,43.00,790.00,0,0,0
2026-06-03,1029,BOMBOM DE UVA,2,Asa Sul,degust,1.00,85.00,0,0,0
2026-06-03,1029,BOMBOM DE UVA,2,Asa Sul,degust,4.00,72.00,0,0,0
2026-06-03,1029,BOMBOM DE UVA,2,Asa Sul,degust,2.00,0,0,0,0
2026-06-03,1029,BOMBOM DE UVA,3,Asa Norte,degust,1.00,0,0,0,0
2026-06-03,1029,BOMBOM DE UVA,3,Asa Norte,degust,6.00,108.00,0,0,0
2026-06-03,1029,BOMBOM DE UVA,4,Lago Sul,degust,1.00,18.00,0,0,0
2026-06-03,1029,BOMBOM DE UVA,5,Águas Claras,degust,5.00,90.00,0,0,0
2026-06-03,1029,BOMBOM DE UVA,5,Águas Claras,,0,0,1,0,0
2026-06-03,1029,BOMBOM DE UVA,5,Águas Claras,degust,7.00,0,0,0,0
2026-06-03,1029,BOMBOM DE UVA,6,Brasília Shopping,degust,9.00,162.00,0,0,0
2026-06-03,1029,BOMBOM DE UVA,6,Brasília Shopping,degust,2.00,44.00,0,0,0
2026-06-03,1342,DOCE NO POTE CASADINHO,2,Asa Sul,degust,1.00,39.00,0,0,0
2026-06-03,1342,DOCE NO POTE CASADINHO,3,Asa Norte,degust,1.00,39.00,0,0,0
2026-06-03,1342,DOCE NO POTE CASADINHO,4,Lago Sul,degust,1.00,39.00,0,0,0
2026-06-03,1342,DOCE NO POTE CASADINHO,5,Águas Claras,degust,3.00,117.00,0,0,0
2026-06-03,1342,DOCE NO POTE CASADINHO,6,Brasília Shopping,degust,5.00,213.00,0,0,0
2026-06-04,1028,BOMBOM DE MORANGO,2,Asa Sul,,0,0,5,0,0
2026-06-04,1028,BOMBOM DE MORANGO,2,Asa Sul,degust,30.00,540.00,0,0,0
2026-06-04,1028,BOMBOM DE MORANGO,2,Asa Sul,degust,1.00,85.00,0,0,0
2026-06-04,1028,BOMBOM DE MORANGO,3,Asa Norte,degust,1.00,0,0,0,0
2026-06-04,1028,BOMBOM DE MORANGO,3,Asa Norte,degust,23.00,414.00,0,0,0
2026-06-04,1028,BOMBOM DE MORANGO,4,Lago Sul,,0,0,1,0,0
2026-06-04,1028,BOMBOM DE MORANGO,4,Lago Sul,degust,10.00,180.00,0,0,0
2026-06-04,1028,BOMBOM DE MORANGO,5,Águas Claras,degust,21.00,378.00,0,0,0
2026-06-04,1028,BOMBOM DE MORANGO,5,Águas Claras,degust,1.00,85.00,0,0,0
2026-06-04,1028,BOMBOM DE MORANGO,6,Brasília Shopping,degust,3.00,66.00,0,0,0
2026-06-04,1028,BOMBOM DE MORANGO,6,Brasília Shopping,degust,20.00,364.00,0,0,0
2026-06-04,1028,BOMBOM DE MORANGO,6,Brasília Shopping,,0,0,2,0,0
2026-06-04,1029,BOMBOM DE UVA,2,Asa Sul,degust,3.00,54.00,0,0,0
2026-06-04,1029,BOMBOM DE UVA,2,Asa Sul,,0,0,3,0,0
2026-06-04,1029,BOMBOM DE UVA,3,Asa Norte,degust,1.00,85.00,0,0,0
2026-06-04,1029,BOMBOM DE UVA,3,Asa Norte,degust,3.00,54.00,0,0,0
2026-06-04,1029,BOMBOM DE UVA,3,Asa Norte,degust,1.00,0,0,0,0
2026-06-04,1029,BOMBOM DE UVA,4,Lago Sul,degust,4.00,72.00,0,0,0
2026-06-04,1029,BOMBOM DE UVA,5,Águas Claras,degust,9.00,162.00,0,0,0
2026-06-04,1029,BOMBOM DE UVA,6,Brasília Shopping,degust,10.00,180.00,0,0,0
2026-06-04,1029,BOMBOM DE UVA,6,Brasília Shopping,degust,1.00,22.00,0,0,0
2026-06-04,1029,BOMBOM DE UVA,6,Brasília Shopping,,0,0,1,0,0
2026-06-04,1342,DOCE NO POTE CASADINHO,2,Asa Sul,degust,3.00,117.00,0,0,0
2026-06-04,1342,DOCE NO POTE CASADINHO,2,Asa Sul,,0,0,3,0,0
2026-06-04,1342,DOCE NO POTE CASADINHO,3,Asa Norte,degust,1.00,39.00,0,0,0
2026-06-04,1342,DOCE NO POTE CASADINHO,5,Águas Claras,degust,1.00,39.00,0,0,0
2026-06-04,1342,DOCE NO POTE CASADINHO,6,Brasília Shopping,degust,1.00,39.00,0,0,0
2026-06-04,1342,DOCE NO POTE CASADINHO,6,Brasília Shopping,,0,0,1,1,0
2026-06-05,1028,BOMBOM DE MORANGO,2,Asa Sul,degust,18.00,324.00,0,0,0
2026-06-05,1028,BOMBOM DE MORANGO,2,Asa Sul,degust,1.00,0,0,0,0
2026-06-05,1028,BOMBOM DE MORANGO,2,Asa Sul,degust,1.00,85.00,0,0,0
2026-06-05,1028,BOMBOM DE MORANGO,3,Asa Norte,degust,2.00,170.00,0,0,0
2026-06-05,1028,BOMBOM DE MORANGO,3,Asa Norte,degust,20.00,360.00,0,0,0
2026-06-05,1028,BOMBOM DE MORANGO,3,Asa Norte,degust,1.00,0,0,0,0
2026-06-05,1028,BOMBOM DE MORANGO,4,Lago Sul,degust,11.00,198.00,0,0,0
2026-06-05,1028,BOMBOM DE MORANGO,5,Águas Claras,degust,2.00,36.00,0,0,0
2026-06-05,1028,BOMBOM DE MORANGO,6,Brasília Shopping,degust,4.00,88.00,0,0,0
2026-06-05,1028,BOMBOM DE MORANGO,6,Brasília Shopping,degust,22.00,396.00,0,0,0
2026-06-05,1028,BOMBOM DE MORANGO,6,Brasília Shopping,degust,2.00,170.00,0,0,0
2026-06-05,1029,BOMBOM DE UVA,2,Asa Sul,degust,1.00,0,0,0,0
2026-06-05,1029,BOMBOM DE UVA,2,Asa Sul,degust,8.00,144.00,0,0,0
2026-06-05,1029,BOMBOM DE UVA,2,Asa Sul,degust,1.00,85.00,0,0,0
2026-06-05,1029,BOMBOM DE UVA,3,Asa Norte,degust,1.00,0,0,0,0
2026-06-05,1029,BOMBOM DE UVA,3,Asa Norte,degust,2.00,36.00,0,0,0
2026-06-05,1029,BOMBOM DE UVA,4,Lago Sul,degust,2.00,36.00,0,0,0
2026-06-05,1029,BOMBOM DE UVA,5,Águas Claras,degust,10.00,180.00,0,0,0
2026-06-05,1029,BOMBOM DE UVA,6,Brasília Shopping,degust,14.00,252.00,0,0,0
2026-06-05,1029,BOMBOM DE UVA,6,Brasília Shopping,degust,2.00,44.00,0,0,0
2026-06-05,1342,DOCE NO POTE CASADINHO,2,Asa Sul,degust,2.00,78.00,0,0,0
2026-06-05,1342,DOCE NO POTE CASADINHO,5,Águas Claras,degust,1.00,39.00,0,0,0
2026-06-05,1342,DOCE NO POTE CASADINHO,6,Brasília Shopping,degust,3.00,117.00,0,0,0
2026-06-06,1028,BOMBOM DE MORANGO,2,Asa Sul,degust,2.00,170.00,0,0,0
2026-06-06,1028,BOMBOM DE MORANGO,2,Asa Sul,degust,34.00,612.00,0,0,0
2026-06-06,1028,BOMBOM DE MORANGO,3,Asa Norte,degust,26.00,468.00,0,0,0
2026-06-06,1028,BOMBOM DE MORANGO,4,Lago Sul,degust,8.00,144.00,0,0,0
2026-06-06,1028,BOMBOM DE MORANGO,4,Lago Sul,degust,1.00,85.00,0,0,0
2026-06-06,1028,BOMBOM DE MORANGO,5,Águas Claras,degust,19.00,342.00,0,0,0
2026-06-06,1028,BOMBOM DE MORANGO,5,Águas Claras,degust,1.00,0,0,0,0
2026-06-06,1028,BOMBOM DE MORANGO,6,Brasília Shopping,degust,14.00,252.00,0,0,0
2026-06-06,1029,BOMBOM DE UVA,2,Asa Sul,degust,9.00,162.00,0,0,0
2026-06-06,1029,BOMBOM DE UVA,3,Asa Norte,degust,4.00,72.00,0,0,0
2026-06-06,1029,BOMBOM DE UVA,4,Lago Sul,degust,5.00,90.00,0,0,0
2026-06-06,1029,BOMBOM DE UVA,5,Águas Claras,degust,1.00,0,0,0,0
2026-06-06,1029,BOMBOM DE UVA,5,Águas Claras,degust,6.00,108.00,0,0,0
2026-06-06,1029,BOMBOM DE UVA,6,Brasília Shopping,degust,1.00,22.00,0,0,0
2026-06-06,1029,BOMBOM DE UVA,6,Brasília Shopping,degust,4.00,72.00,0,0,0
2026-06-06,1342,DOCE NO POTE CASADINHO,2,Asa Sul,degust,4.00,156.00,0,0,0
2026-06-06,1342,DOCE NO POTE CASADINHO,3,Asa Norte,degust,2.00,78.00,0,0,0
2026-06-06,1342,DOCE NO POTE CASADINHO,4,Lago Sul,degust,1.00,39.00,0,0,0
2026-06-06,1342,DOCE NO POTE CASADINHO,5,Águas Claras,degust,1.00,39.00,0,0,0
2026-06-06,1342,DOCE NO POTE CASADINHO,6,Brasília Shopping,degust,3.00,117.00,0,0,0
2026-06-07,1028,BOMBOM DE MORANGO,2,Asa Sul,degust,1.00,85.00,0,0,0
2026-06-07,1028,BOMBOM DE MORANGO,2,Asa Sul,degust,24.00,432.00,0,0,0
2026-06-07,1028,BOMBOM DE MORANGO,3,Asa Norte,degust,1.00,85.00,0,0,0
2026-06-07,1028,BOMBOM DE MORANGO,3,Asa Norte,degust,18.00,324.00,0,0,0
2026-06-07,1028,BOMBOM DE MORANGO,4,Lago Sul,degust,1.00,85.00,0,0,0
2026-06-07,1028,BOMBOM DE MORANGO,4,Lago Sul,degust,5.00,90.00,0,0,0
2026-06-07,1028,BOMBOM DE MORANGO,5,Águas Claras,degust,1.00,0,0,0,0
2026-06-07,1028,BOMBOM DE MORANGO,5,Águas Claras,degust,16.00,288.00,0,0,0
2026-06-07,1028,BOMBOM DE MORANGO,6,Brasília Shopping,degust,2.00,44.00,0,0,0
2026-06-07,1028,BOMBOM DE MORANGO,6,Brasília Shopping,degust,21.00,382.00,0,0,0
2026-06-07,1028,BOMBOM DE MORANGO,6,Brasília Shopping,degust,2.00,200.00,0,0,0
2026-06-07,1029,BOMBOM DE UVA,2,Asa Sul,degust,13.00,234.00,0,0,0
2026-06-07,1029,BOMBOM DE UVA,3,Asa Norte,degust,1.00,18.00,0,0,0
2026-06-07,1029,BOMBOM DE UVA,4,Lago Sul,degust,5.00,90.00,0,0,0
2026-06-07,1029,BOMBOM DE UVA,5,Águas Claras,degust,1.00,0,0,0,0
2026-06-07,1029,BOMBOM DE UVA,5,Águas Claras,degust,4.00,72.00,0,0,0
2026-06-07,1029,BOMBOM DE UVA,6,Brasília Shopping,degust,1.00,22.00,0,0,0
2026-06-07,1029,BOMBOM DE UVA,6,Brasília Shopping,degust,6.00,116.00,0,0,0
2026-06-07,1342,DOCE NO POTE CASADINHO,2,Asa Sul,degust,2.00,78.00,0,0,0
2026-06-07,1342,DOCE NO POTE CASADINHO,3,Asa Norte,degust,2.00,78.00,0,0,0
2026-06-07,1342,DOCE NO POTE CASADINHO,5,Águas Claras,degust,2.00,78.00,0,0,0
2026-06-07,1342,DOCE NO POTE CASADINHO,6,Brasília Shopping,degust,2.00,84.00,0,0,0
2026-06-08,1028,BOMBOM DE MORANGO,2,Asa Sul,degust,2.00,170.00,0,0,0
2026-06-08,1028,BOMBOM DE MORANGO,2,Asa Sul,degust,10.00,180.00,0,0,0
2026-06-08,1028,BOMBOM DE MORANGO,3,Asa Norte,degust,4.00,340.00,0,0,0
2026-06-08,1028,BOMBOM DE MORANGO,3,Asa Norte,degust,11.00,198.00,0,0,0
2026-06-08,1028,BOMBOM DE MORANGO,4,Lago Sul,degust,1.00,18.00,0,0,0
2026-06-08,1028,BOMBOM DE MORANGO,4,Lago Sul,,0,0,1,0,0
2026-06-08,1028,BOMBOM DE MORANGO,5,Águas Claras,degust,5.00,90.00,0,0,0
2026-06-08,1028,BOMBOM DE MORANGO,6,Brasília Shopping,degust,13.00,238.00,0,0,0
2026-06-08,1028,BOMBOM DE MORANGO,6,Brasília Shopping,degust,4.00,88.00,0,0,0
2026-06-08,1028,BOMBOM DE MORANGO,6,Brasília Shopping,,0,0,3,0,0
2026-06-08,1029,BOMBOM DE UVA,2,Asa Sul,degust,7.00,126.00,0,0,0
2026-06-08,1029,BOMBOM DE UVA,2,Asa Sul,degust,1.00,85.00,0,0,0
2026-06-08,1029,BOMBOM DE UVA,3,Asa Norte,degust,7.00,126.00,0,0,0
2026-06-08,1029,BOMBOM DE UVA,4,Lago Sul,degust,3.00,54.00,0,0,0
2026-06-08,1029,BOMBOM DE UVA,5,Águas Claras,degust,1.00,18.00,0,0,0
2026-06-08,1029,BOMBOM DE UVA,6,Brasília Shopping,degust,1.00,22.00,0,0,0
2026-06-08,1029,BOMBOM DE UVA,6,Brasília Shopping,degust,2.00,185.00,0,0,0
2026-06-08,1029,BOMBOM DE UVA,6,Brasília Shopping,,0,0,1,0,0
2026-06-08,1029,BOMBOM DE UVA,6,Brasília Shopping,degust,4.00,72.00,0,0,0
2026-06-08,1342,DOCE NO POTE CASADINHO,2,Asa Sul,degust,2.00,78.00,0,0,0
2026-06-08,1342,DOCE NO POTE CASADINHO,3,Asa Norte,degust,1.00,39.00,0,0,0
2026-06-08,1342,DOCE NO POTE CASADINHO,4,Lago Sul,,0,0,1,0,0
2026-06-08,1342,DOCE NO POTE CASADINHO,4,Lago Sul,degust,1.00,39.00,0,0,0
2026-06-08,1342,DOCE NO POTE CASADINHO,6,Brasília Shopping,degust,1.00,39.00,0,0,0
2026-06-09,1028,BOMBOM DE MORANGO,2,Asa Sul,degust,20.00,360.00,0,0,0
2026-06-09,1028,BOMBOM DE MORANGO,3,Asa Norte,,0,0,1,0,0
2026-06-09,1028,BOMBOM DE MORANGO,3,Asa Norte,degust,14.00,252.00,0,0,0
2026-06-09,1028,BOMBOM DE MORANGO,3,Asa Norte,degust,2.00,170.00,0,0,0
2026-06-09,1028,BOMBOM DE MORANGO,4,Lago Sul,degust,8.00,144.00,0,0,0
2026-06-09,1028,BOMBOM DE MORANGO,4,Lago Sul,,0,0,1,0,0
2026-06-09,1028,BOMBOM DE MORANGO,5,Águas Claras,degust,8.00,0,0,0,0
2026-06-09,1028,BOMBOM DE MORANGO,5,Águas Claras,degust,11.00,198.00,0,0,0
2026-06-09,1028,BOMBOM DE MORANGO,5,Águas Claras,,0,0,1,0,0
2026-06-09,1028,BOMBOM DE MORANGO,6,Brasília Shopping,degust,6.00,132.00,0,0,0
2026-06-09,1028,BOMBOM DE MORANGO,6,Brasília Shopping,degust,29.00,526.00,0,0,0
2026-06-09,1028,BOMBOM DE MORANGO,6,Brasília Shopping,,0,0,2,0,0
2026-06-09,1029,BOMBOM DE UVA,2,Asa Sul,degust,2.00,170.00,0,0,0
2026-06-09,1029,BOMBOM DE UVA,2,Asa Sul,degust,5.00,90.00,0,0,0
2026-06-09,1029,BOMBOM DE UVA,3,Asa Norte,,0,0,2,0,0
2026-06-09,1029,BOMBOM DE UVA,3,Asa Norte,degust,5.00,90.00,0,0,0
2026-06-09,1029,BOMBOM DE UVA,4,Lago Sul,degust,3.00,54.00,0,0,0
2026-06-09,1029,BOMBOM DE UVA,5,Águas Claras,degust,7.00,126.00,0,0,0
2026-06-09,1029,BOMBOM DE UVA,5,Águas Claras,,0,0,1,0,0
2026-06-09,1029,BOMBOM DE UVA,5,Águas Claras,degust,8.00,0,0,0,0
2026-06-09,1029,BOMBOM DE UVA,5,Águas Claras,degust,1.00,85.00,0,0,0
2026-06-09,1029,BOMBOM DE UVA,6,Brasília Shopping,degust,10.00,180.00,0,0,0
2026-06-09,1029,BOMBOM DE UVA,6,Brasília Shopping,,0,0,1,0,0
2026-06-09,1029,BOMBOM DE UVA,6,Brasília Shopping,degust,2.00,44.00,0,0,0
2026-06-09,1342,DOCE NO POTE CASADINHO,2,Asa Sul,degust,2.00,78.00,0,0,0
2026-06-09,1342,DOCE NO POTE CASADINHO,4,Lago Sul,degust,1.00,39.00,0,0,0
2026-06-09,1342,DOCE NO POTE CASADINHO,5,Águas Claras,,0,0,1,0,0
2026-06-10,1028,BOMBOM DE MORANGO,2,Asa Sul,degust,2.00,170.00,0,0,0
2026-06-10,1028,BOMBOM DE MORANGO,2,Asa Sul,degust,1.00,0,0,0,0
2026-06-10,1028,BOMBOM DE MORANGO,2,Asa Sul,degust,11.00,198.00,0,0,0
2026-06-10,1028,BOMBOM DE MORANGO,3,Asa Norte,degust,3.00,255.00,0,0,0
2026-06-10,1028,BOMBOM DE MORANGO,3,Asa Norte,degust,7.00,126.00,0,0,0
2026-06-10,1028,BOMBOM DE MORANGO,4,Lago Sul,degust,1.00,85.00,0,0,0
2026-06-10,1028,BOMBOM DE MORANGO,4,Lago Sul,degust,7.00,126.00,0,0,0
2026-06-10,1028,BOMBOM DE MORANGO,5,Águas Claras,degust,2.00,170.00,0,0,0
2026-06-10,1028,BOMBOM DE MORANGO,5,Águas Claras,degust,4.00,72.00,0,0,0
2026-06-10,1028,BOMBOM DE MORANGO,6,Brasília Shopping,degust,1.00,22.00,0,0,0
2026-06-10,1028,BOMBOM DE MORANGO,6,Brasília Shopping,degust,1.00,85.00,0,0,0
2026-06-10,1028,BOMBOM DE MORANGO,6,Brasília Shopping,degust,20.00,364.00,0,0,0
2026-06-10,1029,BOMBOM DE UVA,2,Asa Sul,degust,2.00,170.00,0,0,0
2026-06-10,1029,BOMBOM DE UVA,2,Asa Sul,degust,1.00,0,0,0,0
2026-06-10,1029,BOMBOM DE UVA,2,Asa Sul,degust,4.00,72.00,0,0,0
2026-06-10,1029,BOMBOM DE UVA,3,Asa Norte,degust,1.00,85.00,0,0,0
2026-06-10,1029,BOMBOM DE UVA,3,Asa Norte,degust,5.00,90.00,0,0,0
2026-06-10,1029,BOMBOM DE UVA,4,Lago Sul,degust,4.00,72.00,0,0,0
2026-06-10,1029,BOMBOM DE UVA,5,Águas Claras,degust,2.00,170.00,0,0,0
2026-06-10,1029,BOMBOM DE UVA,5,Águas Claras,degust,5.00,90.00,0,0,0
2026-06-10,1029,BOMBOM DE UVA,6,Brasília Shopping,degust,6.00,132.00,0,0,0
2026-06-10,1029,BOMBOM DE UVA,6,Brasília Shopping,degust,5.00,90.00,0,0,0
2026-06-10,1342,DOCE NO POTE CASADINHO,2,Asa Sul,degust,2.00,78.00,0,0,0
2026-06-10,1342,DOCE NO POTE CASADINHO,6,Brasília Shopping,degust,3.00,117.00,0,0,0
2026-06-11,1028,BOMBOM DE MORANGO,2,Asa Sul,degust,4.00,340.00,0,0,0
2026-06-11,1028,BOMBOM DE MORANGO,2,Asa Sul,degust,8.00,144.00,0,0,0
2026-06-11,1028,BOMBOM DE MORANGO,3,Asa Norte,degust,5.00,90.00,0,0,0
2026-06-11,1028,BOMBOM DE MORANGO,3,Asa Norte,,0,0,2,0,0
2026-06-11,1028,BOMBOM DE MORANGO,4,Lago Sul,,0,0,1,0,0
2026-06-11,1028,BOMBOM DE MORANGO,5,Águas Claras,degust,10.00,180.00,0,0,0
2026-06-11,1028,BOMBOM DE MORANGO,5,Águas Claras,degust,5.00,0,0,0,0
2026-06-11,1028,BOMBOM DE MORANGO,6,Brasília Shopping,degust,17.00,306.00,0,0,0
2026-06-11,1029,BOMBOM DE UVA,2,Asa Sul,degust,3.00,54.00,0,0,0
2026-06-11,1029,BOMBOM DE UVA,2,Asa Sul,degust,1.00,85.00,0,0,0
2026-06-11,1029,BOMBOM DE UVA,3,Asa Norte,,0,0,1,0,0
2026-06-11,1029,BOMBOM DE UVA,3,Asa Norte,degust,2.00,36.00,0,0,0
2026-06-11,1029,BOMBOM DE UVA,4,Lago Sul,,0,0,1,0,0
2026-06-11,1029,BOMBOM DE UVA,5,Águas Claras,degust,5.00,0,0,0,0
2026-06-11,1029,BOMBOM DE UVA,5,Águas Claras,degust,4.00,72.00,0,0,0
2026-06-11,1029,BOMBOM DE UVA,6,Brasília Shopping,degust,6.00,108.00,0,0,0
2026-06-11,1342,DOCE NO POTE CASADINHO,3,Asa Norte,,0,0,1,0,0
2026-06-11,1342,DOCE NO POTE CASADINHO,5,Águas Claras,degust,2.00,78.00,0,0,0
2026-06-11,1342,DOCE NO POTE CASADINHO,6,Brasília Shopping,degust,1.00,39.00,0,0,0

